user_id,genres,release_date,playtime_forever
PritchardGSD,action,2000,47
MrProvidings,action,2000,1511
tzarius,action,2000,0
76561198056894326,action,2000,2
Cydran,action,2000,44
piepai,action,2000,0
DeathInTheAfternoon,action,2000,47
MIMMATA,action,2000,53
MIMMATA,action,2000,53
darkking2098,action,2000,222
SitteNKitteNMitteN,action,2000,380
76561197977767929,action,2000,32692
wer38,action,2000,9
Wallfinstein,action,2000,118
Hybrid2000,action,2000,32
76561198025732569,action,2000,5
dirklah,action,2000,0
BRoLance,action,2000,5055
76561198015511443,action,2000,11151
Rhinoza,action,2000,0
rakeial,action,2000,125
dandan472,action,2000,739
dandan472,action,2000,739
kab4002,action,2000,4
AncientArtofDaiSuKi,action,2000,0
ohsotoast,action,2000,1500
157645,action,2000,357
76561198034565104,action,2000,2068
76561197989615671,action,2000,550
Archanoid,action,2000,18
76561197960288186,action,2000,0
Liron-S,action,2000,36
2571,action,2000,1111
76561197972911511,action,2000,48
AzzX,action,2000,0
76561197968887720,action,2000,2
Wing_IKU,action,2000,74
Blood_and_Bone,action,2000,10233
76561198060068927,action,2000,57
blTaaaa,action,2000,1264
76561197972384083,action,2000,0
BrodyL12,action,2000,858
76561198060429887,action,2000,9058
timtam012,action,2000,1457
mumbo3352,action,2000,149
76561198046431850,action,2000,879
76561198071755096,action,2000,48
thepedrochamp,action,2000,6
djcharles02,action,2000,123
chocodude,action,2000,0
76561197968205306,action,2000,24
76561197982665201,action,2000,0
MehPonys,action,2000,207
Makurii,action,2000,2240
76561197976370569,action,2000,0
twinturboskyline,action,2000,11
76561198070549039,action,2000,133
hardtostopme,action,2000,0
Dplayedition,action,2000,16
dazisbored,action,2000,0
diabz,action,2000,100
tastyniggers69,action,2000,535
76561198082614655,action,2000,9
georgebrah,action,2000,112
kozleewat,action,2000,22
76561198012252740,action,2000,1
thepengwin,action,2000,77
Suparcoffeeninja,action,2000,509
dougamer,action,2000,7
Dozza_The_Wozza,action,2000,235
76561197965208032,action,2000,0
chuzz,action,2000,0
rosalindo,action,2000,7
76561198036933069,action,2000,0
mukeshmani,action,2000,1717
76561198005576563,action,2000,141
elektro_haus,action,2000,1
76561198049440934,action,2000,0
Faawks,action,2000,0
76561197965059579,action,2000,7514
FatChicken420,action,2000,821
fazz,action,2000,0
killthewildlife,action,2000,0
PepperMinty,action,2000,131
forumjoe,action,2000,0
76561198067805986,action,2000,25
76561198057416678,action,2000,131
76561198172234061,action,2000,0
Gatsukama,action,2000,0
azza213,action,2000,34
76561197977470391,action,2000,63
Veelee,action,2000,543
groggubus,action,2000,0
Playerize,action,2000,39
magnetsbitch,action,2000,211
dontreee,action,2000,237
zevlupine,action,2000,0
76561198052786944,action,2000,209
76561198005778772,action,2000,3913
jarryd187,action,2000,28388
dekruz,action,2000,16
dekruz,action,2000,16
76561197974754753,action,2000,0
mist_of_pandaria,action,2000,70
Chompbob,action,2000,0
76561198080444143,action,2000,6
IgniteAU,action,2000,6
IgniteAU,action,2000,6
Inexistent911,action,2000,3155
shucuz,action,2000,24
jafoolie,action,2000,0
jahosaOCE,action,2000,86
jaico99rules,action,2000,61
Bigzy,action,2000,441
JamesTB,action,2000,159
76561198034070122,action,2000,18
76561198075115457,action,2000,415
76561198041547166,action,2000,1
76561197966587792,action,2000,0
jett1234,action,2000,19
yougotblehed,action,2000,1559
irschington,action,2000,2
76561197983745201,action,2000,0
dzakuan,action,2000,124
diegoenoisfunksumare,action,2000,0
Killaruana,action,2000,551
OneHellOfAGamer,action,2000,439
cggamess123,action,2000,713
solarr_,action,2000,58
legendofretro,action,2000,211
LemmyID,action,2000,438
76561197990895276,action,2000,17
SASMCSASSY,action,2000,207
Lioot,action,2000,37
76561197970551076,action,2000,0
FaZe-Rain_NORDANSHAT,action,2000,73
JewONOff,action,2000,89027
tankedout,action,2000,0
1452221660414,action,2000,42692
stuntaneous,action,2000,3323
luanxd99,action,2000,217
aboynamedsue,action,2000,13
mcdeviant,action,2000,0
megamario1500,action,2000,1212
MEIA-NOITE-ZIKA,action,2000,30618
76561198075581042,action,2000,121
zaaikbr,action,2000,661
76561198092574945,action,2000,0
76561197994690938,action,2000,39
helldog22,action,2000,1162
mithriel,action,2000,145
Le-Mocha,action,2000,0
jeffyusohansam,action,2000,51
76561198041971225,action,2000,71
influxx,action,2000,17
motev,action,2000,14
76561198013432172,action,2000,3
mozzie-killer,action,2000,1529
tanderskaife,action,2000,17
mgooisu,action,2000,163
ronnietran,action,2000,219
ronnietran,action,2000,219
mresprofile,action,2000,60
76561198062490293,action,2000,14
msoles7,action,2000,1
76561198077898598,action,2000,30
76561197961051810,action,2000,15
76561198025503374,action,2000,108
thetimegoesfastxd77,action,2000,6
76561198083596903,action,2000,126
ozeyeball,action,2000,24
Nirvesta,action,2000,0
improm8,action,2000,100
Goofen,action,2000,40
zeldafan57,action,2000,186
fruity_ninja,action,2000,122
oldboss,action,2000,36
76561197998356183,action,2000,1
76561197972797551,action,2000,0
76561197966298550,action,2000,264
Capscain,action,2000,2
Pdhelliot,action,2000,78
peetsasucks,action,2000,827
F22Flipside,action,2000,30
76561198107093846,action,2000,3
pizzadude04,action,2000,14
PlushTurtle,action,2000,1
76561198064484479,action,2000,1436
76561198064484479,action,2000,1436
Ra1der,action,2000,1
LordRascus,action,2000,122
redlei,action,2000,293
remyau,action,2000,8685
RikardCS,action,2000,128
robenspannari,action,2000,171
76561198050731371,action,2000,2986
OneEyedWolf,action,2000,71
Sansomar,action,2000,156
Notasbadashitler,action,2000,0
76561198034223204,action,2000,9292
scoot88,action,2000,0
AzaZog,action,2000,71
AzaZog,action,2000,71
shockwave760,action,2000,2650
shadimar6969,action,2000,28
gottabesaints,action,2000,7789
ShiFt-exe,action,2000,41
Shivosky,action,2000,70
76561197992643903,action,2000,248
Snake8,action,2000,5
simplzzz123,action,2000,27
survivormaster,action,2000,111
6738497298564377854673421,action,2000,40
laygittlefiggernaggot,action,2000,8529
Alex117Alex,action,2000,146
76561198090478432,action,2000,33
SpamIrwin,action,2000,1355
ironchefspook,action,2000,0
squidamus,action,2000,247
squigy,action,2000,33
stagman231,action,2000,0
rhooky,action,2000,264
76561198049920234,action,2000,0
Urit,action,2000,2715
76561197961718947,action,2000,610
76561198007573338,action,2000,1134
TeamAmbiguous,action,2000,17
Tommy45344,action,2000,12
TheEternalDay,action,2000,0
scarytankman10,action,2000,242
TheMurderMoose,action,2000,601
Thisisareallylongurladdress,action,2000,0
76561198111408860,action,2000,62
toliman,action,2000,0
76561198101089412,action,2000,96
76561198076039282,action,2000,16
Turn_on_a_Dime,action,2000,0
194847383,action,2000,17
76561198052461539,action,2000,4
huntude,action,2000,228
uzzumymw,action,2000,329
GetInTheVoiD,action,2000,6162
76561197984271449,action,2000,121
iamavegan,action,2000,49
76561197971285616,action,2000,60
verrors,action,2000,537
76561197976177356,action,2000,0
voshi_nova,action,2000,0
arv,action,2000,179
wwere,action,2000,0
Wertizl,action,2000,1
76561197965668941,action,2000,17390
william079,action,2000,64
dothed4nnydance,action,2000,3979
whycantidraw,action,2000,0
yungwarez,action,2000,45
5343039,action,2000,0
bawblybooiscommingtoeatyou,action,2000,29
Iassassinatedkennedy,action,2000,781
leherplederp,action,2000,29
76561197986891235,action,2000,5623
xxzing,action,2000,79
Yadelsxo,action,2000,492
WTkFox,action,2000,75
76561198098040975,action,2000,136
76561198098040975,action,2000,136
napoleoninrags,action,2000,0
yulsuf,action,2000,1456
Zapruda,action,2000,182
hatsunezhenix,action,2000,5
Zodrodo,action,2000,82
zomgieee,action,2000,165
aufurnitro,action,2000,0
thefreak9,action,2000,48
nofeardave83,action,2000,0
76561197965263006,action,2000,0
76561197967664049,action,2000,0
76561198083145098,action,2000,40
76561197997238293,action,2000,376
-Mad-,action,2000,8
76561198068441529,action,2000,120
iamnewbplayer,action,2000,17
76561197969020980,action,2000,0
76561198015886143,action,2000,144786
SmokaBluntos,action,2000,16
76561197966604253,action,2000,0
Gabo9,action,2000,3
praquefazeissu,action,2000,4
superdedicated,action,2000,2842
76561197965205416,action,2000,31
thugnificent,action,2000,49
TBDZN,action,2000,78
Shaumenka,action,2000,34
mestoneheart,action,2000,1110
bbcfbmnnhndgfghkdjjfd,action,2000,119
76561197995192202,action,2000,6349
ninjalord,action,2000,296
76561198058868190,action,2000,341
virex4,action,2000,10834
maddoxx789,action,2000,46711
m4ko23,action,2000,52517
ToxWolf,action,2000,472
402553929,action,2000,536
itsaprofileaboutnothing,action,2000,23
me11111111,action,2000,478
fab2cent,action,2000,16
chrizzleyau,action,2000,53
29998000,action,2000,5358
ShureddoWeaboo,action,2000,564
xoxoQoxox,action,2000,48
Nepku_,action,2000,26
76561198079324079,action,2000,124
loidberg,action,2000,8334
beckals,action,2000,1341
lanatbeonakeehsasamokoshtan,action,2000,33731
loadsamoney,action,2000,4368
76561197980184475,action,2000,39678
76561197980184475,action,2000,39678
UfKnW0tM8,action,2000,201
taku_88,action,2000,19851
DXLfore,action,2000,2224
Psycotic,action,2000,64
4043RROR,action,2000,152
51centcorn,action,2000,40
5LuG,action,2000,7654
76561198045884541,action,2000,10
hhaz,action,2000,4369
K33mstar,action,2000,323
76561197969868617,action,2000,13
Acemueller007,action,2000,89
addicTT,action,2000,16023
Adrian_31,action,2000,1685
iamkidw25,action,2000,21
1337Akraken,action,2000,25
alasku,action,2000,48
alvabur,action,2000,2
Andalel,action,2000,17
angelo_,action,2000,2313
deafgirlsdoitbetter,action,2000,1
anonymousHQ101,action,2000,28
hamish89,action,2000,226
yaegerthearcticwolf,action,2000,10
luketowers,action,2000,1205
76561198039285324,action,2000,1347
Dragonzarefriendly,action,2000,64
hemcom,action,2000,0
auzou,action,2000,1686
V1RUS02,action,2000,98
mmunchies,action,2000,44
76561198071098863,action,2000,66
76561198038148907,action,2000,6
Ahnoobs,action,2000,276
ughok,action,2000,27
l33t_llama,action,2000,670
Zanscape,action,2000,1
LuizDoCl4ck,action,2000,969
BigLezzly,action,2000,1254
yunghughie,action,2000,571
76561197965916509,action,2000,0
76561198091524388,action,2000,57
Blakethesex,action,2000,812
bluemuppet,action,2000,0
76561198022158129,action,2000,2
bobhork,action,2000,0
Bogus88,action,2000,0
jiggggulypuff,action,2000,1106
Cheekybreeki,action,2000,758
76561197966956978,action,2000,1268
MonsOlympus,action,2000,0
SeLtecK,action,2000,1074
BlockStabFatality,action,2000,0
zumpo,action,2000,0
cakebrownies,action,2000,0
Caliace,action,2000,17847
KinGJaxeR,action,2000,3464
ceige,action,2000,0
mtrain3,action,2000,75
76561198065827553,action,2000,583
chicogrande,action,2000,0
NickMcGrath,action,2000,355
netto5,action,2000,907
recognise,action,2000,1754
pwnddumass,action,2000,73
Cloudarrahea,action,2000,114
CockInCider,action,2000,133
76561198041883863,action,2000,3470
coolman1342,action,2000,3640
76561197960467275,action,2000,0
iliakitmail,action,2000,9318
crevatian,action,2000,9
CuzySato,action,2000,693
docnoobius,action,2000,0
D3LTAS-L1GHT,action,2000,8
Tobuscus5001,action,2000,414
76561197996744185,action,2000,1158
Dabeh,action,2000,24
Da_Stel_,action,2000,0
DebaKLe,action,2000,63
76561197968314652,action,2000,44
DeNo64,action,2000,19
calstormgamer123,action,2000,60
kierensimpson,action,2000,9
76561198109306249,action,2000,1054
76561198122280156,action,2000,19
Potatoesarekool,action,2000,225
76561197963455626,action,2000,121
GeneralCuddles,action,2000,76
GeneralCuddles,action,2000,76
Doctor_Smooth,action,2000,341
Dolfinius,action,2000,4
dollynhow,action,2000,254
Cloud437,action,2000,863
DuFFuL,action,2000,0
SickCuntt,action,2000,243
sicklygamer,action,2000,12
eddy96,action,2000,0
Totesnotasexoffender,action,2000,11543
EGFranco,action,2000,26
76561197967723333,action,2000,0
eldoubleu,action,2000,108
EpicDemoManHasKitteh,action,2000,61
76561198091815938,action,2000,13
prsteam,action,2000,49
ethanol10,action,2000,265
adowhal,action,2000,21
MarkoUbi,action,2000,6
n0thingirl,action,2000,109829
EyesScream,action,2000,55
kishacat,action,2000,283
76561197960438497,action,2000,118
FaZeWeaver,action,2000,533
76561198056280925,action,2000,30
fedexplus,action,2000,671
deagleone,action,2000,56
76561197990117063,action,2000,37
76561197974804604,action,2000,0
looongboy,action,2000,199
76561198048348337,action,2000,1789
FlameFireBlast,action,2000,258
fobbsy,action,2000,17
76561198121385914,action,2000,63
76561197969663913,action,2000,18900
76561198115944716,action,2000,40
76561198015527964,action,2000,0
76561198102093684,action,2000,15
76561197963392788,action,2000,31
76561198036292321,action,2000,0
mine4yourself,action,2000,83
76561198063871989,action,2000,46
Gottheart,action,2000,0
76561197993494697,action,2000,770
GrotesqueGOD,action,2000,142
76561198042359407,action,2000,12
asnnerd,action,2000,48
76561198049230048,action,2000,6
76561198006606435,action,2000,62
HarisYusuf,action,2000,21
XcentriK,action,2000,206
bigHAZZApreb,action,2000,1152
792149214942194912,action,2000,26268
76561198026641932,action,2000,301
henarky,action,2000,336
76561198096849086,action,2000,141
drkrise,action,2000,44
S35,action,2000,172
76561198038296985,action,2000,1
AlexHowie,action,2000,71
76561198094944801,action,2000,0
DrJWATSON,action,2000,101
Hype_R,action,2000,104
httpPSGareBADsameASarsenal,action,2000,0
australianturtlelover,action,2000,399
76561198074242550,action,2000,736
76561198075850899,action,2000,0
JustIcey,action,2000,837
76561198062988175,action,2000,180
76561197985389455,action,2000,0
ironhead,action,2000,0
JoshWAU,action,2000,5388
76561198122817042,action,2000,0
JackcoolioX,action,2000,21
jimaroonie,action,2000,0
JazzWazz,action,2000,3776
gordan_freeman,action,2000,0
76561198046696025,action,2000,893
76561197984390941,action,2000,971
SlenderIAm,action,2000,61
The_Mad_Mutant,action,2000,65
joshodonnell,action,2000,0
76561198082484979,action,2000,111
76561197986552181,action,2000,339
simonrem,action,2000,647
mattyp500,action,2000,421
bvkenshiki,action,2000,36
KiffNado,action,2000,59
Papanoida,action,2000,27
76561198076601834,action,2000,34
ryanwh,action,2000,406
76561198031776309,action,2000,25
Rabid_Ghost,action,2000,6
Jcooler0076,action,2000,0
kiddhappymeal,action,2000,849
76561197963436918,action,2000,4470
xKrypt0,action,2000,4041
ragemader,action,2000,14
76561198082737449,action,2000,481
LouisMcQueen,action,2000,477
lalup,action,2000,468
larrybob4224,action,2000,38
laurences2k,action,2000,215
wizardlele,action,2000,671
76561197999638720,action,2000,36
76561197961124706,action,2000,0
leonmfps,action,2000,4
lexby,action,2000,0
76561198042853300,action,2000,35
76561198085715384,action,2000,1349
76561198059013979,action,2000,3
ScottieKillerBR,action,2000,1512
lozenger,action,2000,258
76561198035313379,action,2000,3
76561197969599867,action,2000,17
iluvbutt,action,2000,164
NonoNoNo890,action,2000,0
m0ng,action,2000,133
76561197993114886,action,2000,0
76561198046868249,action,2000,28
madgreg,action,2000,0
76561198054837119,action,2000,1
76561197964317648,action,2000,555
MarucTp,action,2000,1589
76561198027720165,action,2000,857
76561198064872377,action,2000,21
maxy21,action,2000,36
Pregao07,action,2000,43
MebzAdventures,action,2000,1
assperabass,action,2000,377
76561197965224231,action,2000,965
Mett6,action,2000,40382
76561198074311103,action,2000,433
76561198068257050,action,2000,79
mixadance,action,2000,61951
IISantaII,action,2000,2207
76561198044020758,action,2000,2997
76561197966647905,action,2000,3857
345675,action,2000,43
76561197964316999,action,2000,0
arbiter928,action,2000,12
76561197967118917,action,2000,17
itsGeeGee,action,2000,2263
josyco123,action,2000,48
t1rath,action,2000,39
MistaDak,action,2000,370
76561198029207370,action,2000,10
MrPresident1401,action,2000,38
76561198040264010rr,action,2000,116
muskieratboi,action,2000,1300
mysterd,action,2000,0
NathanJGaming,action,2000,0
76561198051832446,action,2000,13
Nero203,action,2000,329
nerothefgt,action,2000,26
Lostvoices,action,2000,4247
elnixo,action,2000,335
Dracaerys,action,2000,5
truewarrior94,action,2000,11779
nisid,action,2000,0
nitraz,action,2000,231
76561198064398157,action,2000,283
76561198026239418,action,2000,312
76561198026239418,action,2000,312
DeployableDuck,action,2000,0
dnsh38,action,2000,1635
13457856281,action,2000,37
76561198021710409,action,2000,0
mysterys,action,2000,402
76561198088203016,action,2000,679
76561198069207168,action,2000,0
76561198029229660,action,2000,347
76561197967370851,action,2000,0
TheRealChris02,action,2000,619
Phoenixx3,action,2000,0
PieInYaaFaceee,action,2000,10
stirlingsilverfilms,action,2000,6
Pink_Gib,action,2000,30
Plasticbrotha,action,2000,16863
gohangasalami_imalasagnahog,action,2000,28
76561198054662553,action,2000,107
modedickson,action,2000,484
PoKeVGL,action,2000,17632
76561198088795912,action,2000,1572
694201337694201337,action,2000,64
jamessnee1,action,2000,1
proletar666,action,2000,6
Qi_Bishop,action,2000,473
76561198051319354,action,2000,30
rattlesn,action,2000,6
76561198065019410,action,2000,26590
76561198065019410,action,2000,26590
76561198083488994,action,2000,2242
76561198057631298,action,2000,42
ReAvenger,action,2000,0
Rebizle,action,2000,3465
RedLizardHD,action,2000,257
DopeyDragonFTW,action,2000,58
ZGamingYT,action,2000,0
ripjack311,action,2000,10
kangurorex,action,2000,11777
the1Nonly,action,2000,27231
DrWho,action,2000,0
dood2super,action,2000,114
76561198056790377,action,2000,128
disturbed_focus,action,2000,550
sandmeng,action,2000,294
KittensScythe,action,2000,7
afroman2011,action,2000,3
empiregames,action,2000,5
ScreamingAngels,action,2000,193
76561198096600230,action,2000,1
76561197970148466,action,2000,0
Jac95501,action,2000,25239
76561197964402427,action,2000,4650
76561198069472808,action,2000,16
76561198037968477,action,2000,0
3eBpA,action,2000,3757
LouCanSirius,action,2000,374
76561197979796744,action,2000,0
theoneandonlysketchy,action,2000,18
skulluxies,action,2000,162
Skuxii,action,2000,30
fluxxenik,action,2000,37
urahomo,action,2000,352
linuxslacker,action,2000,40
SlidzorJ,action,2000,549
b0ing,action,2000,214
nobody114514,action,2000,0
10197226,action,2000,0
soveriegn5574,action,2000,16
soveriegn5574,action,2000,16
76561198084405327,action,2000,17
spinefarm,action,2000,12294
76561197966590415,action,2000,0
mashedspudtatoes,action,2000,11
76561198106591330,action,2000,5
llxUnknownxll,action,2000,6
76561197975867686,action,2000,0
stuman85,action,2000,2309
whenshesuccubus,action,2000,39
76561198068404749,action,2000,209
76561198084529804,action,2000,62
WoonaShark,action,2000,183
SuperScore,action,2000,275
syntheticflyingfox,action,2000,5
syntheticflyingfox,action,2000,5
Tilig,action,2000,19
OneNiceURL,action,2000,501
eomd,action,2000,85735
DeEggMeister,action,2000,53
RIPTatsumaru,action,2000,0
76561198018552963,action,2000,1718
76561197993274093,action,2000,31
UserGuy101,action,2000,0
76561198054457614,action,2000,0
chickenfish4,action,2000,4488
S0MITE1,action,2000,136
76561198044747100,action,2000,2300
76561197968167449,action,2000,6
MicrowavedTurtle,action,2000,1
pannu,action,2000,1
76561198014206568,action,2000,7566
76561197965144435,action,2000,0
chanthecat,action,2000,60
76561198076399353,action,2000,63
V4Vendettas,action,2000,0
cumme,action,2000,5359
orangejuiceanddoobies,action,2000,30
76561197964753680,action,2000,0
76561198015620710,action,2000,37
HeyCry,action,2000,28
volka,action,2000,2558
Warrfoxx,action,2000,1239
waspish,action,2000,26622
WateryMind,action,2000,1073
76561198027033328,action,2000,19
wheelsod,action,2000,2009
ItsLeithal,action,2000,121
KillShot2285,action,2000,5
Emillllllllllllllllllllllll,action,2000,18642
LeZoidberg,action,2000,0
William321,action,2000,1549
76561197981780630,action,2000,18
L0RDVAD3R,action,2000,0
76561198130589106,action,2000,0
76561198066279729,action,2000,1
goosmurf,action,2000,0
althanoob,action,2000,36916
lildoggo,action,2000,0
ZachariahDEGR,action,2000,2
ZenAndZen,action,2000,1413
Str1der_MedicingLF6v6Team,action,2000,0
zerogeewhiz,action,2000,0
76561198040918962,action,2000,0
matteth7,action,2000,79
ristoff-,action,2000,119
76561198016951092,action,2000,44
76561198068074897,action,2000,10
PenguinAKandreas,action,2000,223
512356,action,2000,10980
76561197968305777,action,2000,0
76561198015050660,action,2000,1201
76561198060122780,action,2000,12
76561197972282027,action,2000,48
76561197986188587,action,2000,0
NyanKouhai,action,2000,1683
Timic83,action,2000,584
Katidis,action,2000,2498
serkulees,action,2000,212
76561198034572029,action,2000,354
Ambush3,action,2000,24
76561197960608571,action,2000,1261
76561197960743001,action,2000,1
playergdgsd,action,2000,86
76561197961464265,action,2000,0
Junkieee,action,2000,14091
cashout_skins_csgo_cameron,action,2000,43175
76561197962025274,action,2000,110
Jantoz,action,2000,149132
jujubamagica,action,2000,328
76561197963478502,action,2000,1190
tpskeletor,action,2000,7
DUMB1020120,action,2000,70234
76561197963759246,action,2000,0
SilencerLX,action,2000,0
hammyhamm,action,2000,0
76561197964876290,action,2000,116
GenSeed,action,2000,0
sweepa,action,2000,160
Write-0ff,action,2000,0
irmikeee,action,2000,0
Zild42,action,2000,0
fixated84,action,2000,1
76561197967253452,action,2000,6
deviousbastard,action,2000,1735
theoriginalmasta,action,2000,615
76561197967708845,action,2000,0
ravenovski,action,2000,0
monfrizzle,action,2000,0
1snap,action,2000,2446
hektoz,action,2000,18061
countchoculaus,action,2000,0
mrsidekick,action,2000,14
SuNNZ,action,2000,80228
76561197969314107,action,2000,0
Pepsiporn,action,2000,585
SnakeTails,action,2000,0
76561197970317038,action,2000,0
sandgroper,action,2000,0
TooEasyTeeZee,action,2000,87
TheAussieBeast,action,2000,0
icantwait,action,2000,1
ACasualGamer,action,2000,0
Dfeneck,action,2000,182
Brbarbera,action,2000,0
76561197975869516,action,2000,831
76561197975959500,action,2000,0
zv_odd,action,2000,299
76561197976939762,action,2000,288
BigBangGameerss,action,2000,1
76561197977507720,action,2000,64
helenangel,action,2000,0
76561197979552509,action,2000,10835
csw,action,2000,1691
76561197981381850,action,2000,233
d1o5,action,2000,0
blindraven,action,2000,0
reowmeowmeow,action,2000,55
76561197984327467,action,2000,11433
SnakeSS,action,2000,1070
76561197988397124,action,2000,1
Sitchy,action,2000,8
76561197988832553,action,2000,0
GongGury,action,2000,2
76561197989699885,action,2000,0
barkboy,action,2000,17
GAycuntt,action,2000,349
76561197994242039,action,2000,731
cyberpunkone,action,2000,195
Spadge5000,action,2000,40248
Jacknes,action,2000,1406
repdota,action,2000,55601
dusskK,action,2000,20
76561197999882687,action,2000,2262
julious,action,2000,0
revalation90,action,2000,22
bungiester,action,2000,10572
rav33nooo,action,2000,122742
felsa,action,2000,0
miedb,action,2000,1958
76561198008426280,action,2000,5
nexus1628,action,2000,0
76561198010038495,action,2000,427
xkarnage,action,2000,117
augriD,action,2000,7361
76561198012334657,action,2000,7385
76561198015240666,action,2000,6608
komarexpl,action,2000,0
76561198017436335,action,2000,1
yiba,action,2000,2506
zax_x,action,2000,1167
Jotcertes,action,2000,23
blazypol,action,2000,21363
76561198020181605,action,2000,640
harshpathania,action,2000,126
KFJIndustries,action,2000,2
Welshy_01,action,2000,0
Lomasbrah,action,2000,0
AFatDwarf,action,2000,0
rustygamer,action,2000,140
RestingPeices,action,2000,22
G1V3M3Y0URM1LK,action,2000,2945
max10,action,2000,577
hoppeduppeanut,action,2000,25
FuckYouEtc,action,2000,795
MrBandonkaDonk,action,2000,4
HAHAOHWOW,action,2000,19
76561198030914302,action,2000,620
InsanityAtHeart,action,2000,0
CHumml33,action,2000,72522
JezzicaBorro,action,2000,134
jdeb9,action,2000,50
76561198035509771,action,2000,35
foundationrepair,action,2000,1131
Pjbear99,action,2000,732
76561198036142900,action,2000,78460
camgould,action,2000,0
85675356434565434,action,2000,136
DarkGhostWolf,action,2000,15
BuzzJC,action,2000,521
76561198039106272,action,2000,7724
76561198039197199,action,2000,0
76561198040697106,action,2000,2166
Damnniggaz,action,2000,11329
kingkottah,action,2000,0
76561198041010910,action,2000,36
76561198041095402,action,2000,187
76561198041480235,action,2000,0
76561198041815803,action,2000,234
